sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8
GOUPIL-459,NA,NA,NA,NA,NA,NA,NA
GOUPIL-460,NA,NA,NA,NA,NA,NA,NA
GOUPIL-461,NA,NA,NA,NA,NA,NA,NA
GOUPIL-462,NA,NA,NA,NA,NA,NA,NA
GOUPIL-463,NA,NA,NA,NA,NA,NA,NA
GOUPIL-464,NA,NA,NA,NA,NA,NA,NA
GOUPIL-465,NA,NA,NA,NA,NA,NA,NA
GOUPIL-466,NA,NA,NA,NA,NA,NA,NA
GOUPIL-467,NA,NA,NA,NA,NA,NA,NA
GOUPIL-468,NA,NA,NA,NA,NA,NA,NA
GOUPIL-469,NA,NA,NA,NA,NA,NA,NA
GOUPIL-470,NA,NA,NA,NA,NA,NA,NA
GOUPIL-471,NA,NA,NA,NA,NA,NA,NA
GOUPIL-472,NA,NA,NA,NA,NA,NA,NA
GOUPIL-473,NA,NA,NA,NA,NA,NA,NA
GOUPIL-474,NA,NA,NA,NA,NA,NA,NA
GOUPIL-475,NA,NA,NA,NA,NA,NA,NA
GOUPIL-476,NA,NA,NA,NA,NA,NA,NA
GOUPIL-477,NA,NA,NA,NA,NA,NA,NA
GOUPIL-478,NA,NA,NA,NA,NA,NA,NA
GOUPIL-479,NA,NA,NA,NA,NA,NA,NA
GOUPIL-480,NA,NA,NA,NA,NA,NA,NA
GOUPIL-481,NA,NA,NA,NA,NA,NA,NA
GOUPIL-482,NA,NA,NA,NA,NA,NA,NA
GOUPIL-483,NA,NA,NA,NA,NA,NA,NA
GOUPIL-484,NA,NA,NA,NA,NA,NA,NA
GOUPIL-485,NA,NA,NA,NA,NA,NA,NA
GOUPIL-486,NA,NA,NA,NA,NA,NA,NA
GOUPIL-487,NA,NA,NA,NA,NA,NA,NA
GOUPIL-488,GOUPIL-7412,NA,NA,NA,NA,NA,NA
GOUPIL-489,NA,NA,NA,NA,NA,NA,NA
GOUPIL-490,NA,NA,NA,NA,NA,NA,NA
GOUPIL-491,NA,NA,NA,NA,NA,NA,NA
GOUPIL-492,NA,NA,NA,NA,NA,NA,NA
GOUPIL-493,NA,NA,NA,NA,NA,NA,NA
GOUPIL-494,NA,NA,NA,NA,NA,NA,NA
GOUPIL-495,NA,NA,NA,NA,NA,NA,NA
GOUPIL-496,NA,NA,NA,NA,NA,NA,NA
GOUPIL-497,NA,NA,NA,NA,NA,NA,NA
GOUPIL-498,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16127,GOUPIL-499,GOUPIL-7413,NA,NA,NA,NA,NA
GOUPIL-500,NA,NA,NA,NA,NA,NA,NA
GOUPIL-501,GOUPIL-7414,NA,NA,NA,NA,NA,NA
GOUPIL-502,GOUPIL-7415,NA,NA,NA,NA,NA,NA
GOUPIL-14477,GOUPIL-503,GOUPIL-7416,NA,NA,NA,NA,NA
GOUPIL-504,NA,NA,NA,NA,NA,NA,NA
GOUPIL-505,NA,NA,NA,NA,NA,NA,NA
GOUPIL-506,NA,NA,NA,NA,NA,NA,NA
GOUPIL-507,NA,NA,NA,NA,NA,NA,NA
GOUPIL-508,NA,NA,NA,NA,NA,NA,NA
GOUPIL-509,NA,NA,NA,NA,NA,NA,NA
GOUPIL-510,NA,NA,NA,NA,NA,NA,NA
GOUPIL-511,NA,NA,NA,NA,NA,NA,NA
GOUPIL-512,NA,NA,NA,NA,NA,NA,NA
GOUPIL-513,NA,NA,NA,NA,NA,NA,NA
GOUPIL-514,NA,NA,NA,NA,NA,NA,NA
GOUPIL-515,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14478,GOUPIL-516,GOUPIL-7417,NA,NA,NA,NA,NA
GOUPIL-517,GOUPIL-7418,NA,NA,NA,NA,NA,NA
GOUPIL-518,NA,NA,NA,NA,NA,NA,NA
GOUPIL-519,NA,NA,NA,NA,NA,NA,NA
GOUPIL-520,NA,NA,NA,NA,NA,NA,NA
GOUPIL-521,NA,NA,NA,NA,NA,NA,NA
GOUPIL-522,NA,NA,NA,NA,NA,NA,NA
GOUPIL-523,NA,NA,NA,NA,NA,NA,NA
GOUPIL-524,NA,NA,NA,NA,NA,NA,NA
GOUPIL-525,NA,NA,NA,NA,NA,NA,NA
GOUPIL-526,NA,NA,NA,NA,NA,NA,NA
GOUPIL-527,NA,NA,NA,NA,NA,NA,NA
GOUPIL-528,NA,NA,NA,NA,NA,NA,NA
GOUPIL-529,NA,NA,NA,NA,NA,NA,NA
GOUPIL-530,NA,NA,NA,NA,NA,NA,NA
GOUPIL-531,NA,NA,NA,NA,NA,NA,NA
GOUPIL-532,GOUPIL-7419,NA,NA,NA,NA,NA,NA
GOUPIL-533,NA,NA,NA,NA,NA,NA,NA
GOUPIL-534,NA,NA,NA,NA,NA,NA,NA
GOUPIL-535,NA,NA,NA,NA,NA,NA,NA
GOUPIL-536,NA,NA,NA,NA,NA,NA,NA
GOUPIL-537,NA,NA,NA,NA,NA,NA,NA
GOUPIL-538,NA,NA,NA,NA,NA,NA,NA
GOUPIL-539,NA,NA,NA,NA,NA,NA,NA
GOUPIL-540,NA,NA,NA,NA,NA,NA,NA
GOUPIL-541,NA,NA,NA,NA,NA,NA,NA
GOUPIL-542,NA,NA,NA,NA,NA,NA,NA
GOUPIL-543,NA,NA,NA,NA,NA,NA,NA
GOUPIL-544,NA,NA,NA,NA,NA,NA,NA
GOUPIL-545,NA,NA,NA,NA,NA,NA,NA
GOUPIL-546,NA,NA,NA,NA,NA,NA,NA
GOUPIL-547,NA,NA,NA,NA,NA,NA,NA
GOUPIL-548,NA,NA,NA,NA,NA,NA,NA
GOUPIL-549,GOUPIL-7420,NA,NA,NA,NA,NA,NA
GOUPIL-550,NA,NA,NA,NA,NA,NA,NA
GOUPIL-551,NA,NA,NA,NA,NA,NA,NA
GOUPIL-552,NA,NA,NA,NA,NA,NA,NA
GOUPIL-553,NA,NA,NA,NA,NA,NA,NA
GOUPIL-554,NA,NA,NA,NA,NA,NA,NA
GOUPIL-555,NA,NA,NA,NA,NA,NA,NA
GOUPIL-556,NA,NA,NA,NA,NA,NA,NA
GOUPIL-557,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14479,GOUPIL-14480,GOUPIL-558,GOUPIL-7421,NA,NA,NA,NA
GOUPIL-559,NA,NA,NA,NA,NA,NA,NA
GOUPIL-560,NA,NA,NA,NA,NA,NA,NA
GOUPIL-561,NA,NA,NA,NA,NA,NA,NA
GOUPIL-562,NA,NA,NA,NA,NA,NA,NA
GOUPIL-563,NA,NA,NA,NA,NA,NA,NA
GOUPIL-564,NA,NA,NA,NA,NA,NA,NA
GOUPIL-565,NA,NA,NA,NA,NA,NA,NA
GOUPIL-566,NA,NA,NA,NA,NA,NA,NA
GOUPIL-567,NA,NA,NA,NA,NA,NA,NA
GOUPIL-568,NA,NA,NA,NA,NA,NA,NA
GOUPIL-569,NA,NA,NA,NA,NA,NA,NA
GOUPIL-570,NA,NA,NA,NA,NA,NA,NA
GOUPIL-571,NA,NA,NA,NA,NA,NA,NA
GOUPIL-572,NA,NA,NA,NA,NA,NA,NA
GOUPIL-573,NA,NA,NA,NA,NA,NA,NA
GOUPIL-574,NA,NA,NA,NA,NA,NA,NA
GOUPIL-575,NA,NA,NA,NA,NA,NA,NA
GOUPIL-576,NA,NA,NA,NA,NA,NA,NA
GOUPIL-577,NA,NA,NA,NA,NA,NA,NA
GOUPIL-578,NA,NA,NA,NA,NA,NA,NA
GOUPIL-579,NA,NA,NA,NA,NA,NA,NA
GOUPIL-580,GOUPIL-7422,NA,NA,NA,NA,NA,NA
GOUPIL-581,GOUPIL-7423,NA,NA,NA,NA,NA,NA
GOUPIL-582,NA,NA,NA,NA,NA,NA,NA
GOUPIL-583,NA,NA,NA,NA,NA,NA,NA
GOUPIL-584,NA,NA,NA,NA,NA,NA,NA
GOUPIL-585,NA,NA,NA,NA,NA,NA,NA
GOUPIL-586,NA,NA,NA,NA,NA,NA,NA
GOUPIL-587,NA,NA,NA,NA,NA,NA,NA
GOUPIL-588,GOUPIL-7424,NA,NA,NA,NA,NA,NA
GOUPIL-589,GOUPIL-7425,NA,NA,NA,NA,NA,NA
GOUPIL-590,NA,NA,NA,NA,NA,NA,NA
GOUPIL-591,NA,NA,NA,NA,NA,NA,NA
GOUPIL-592,NA,NA,NA,NA,NA,NA,NA
GOUPIL-593,NA,NA,NA,NA,NA,NA,NA
GOUPIL-594,GOUPIL-7426,NA,NA,NA,NA,NA,NA
GOUPIL-595,NA,NA,NA,NA,NA,NA,NA
GOUPIL-596,NA,NA,NA,NA,NA,NA,NA
GOUPIL-597,NA,NA,NA,NA,NA,NA,NA
GOUPIL-598,NA,NA,NA,NA,NA,NA,NA
GOUPIL-599,NA,NA,NA,NA,NA,NA,NA
GOUPIL-600,NA,NA,NA,NA,NA,NA,NA
GOUPIL-601,GOUPIL-7427,NA,NA,NA,NA,NA,NA
GOUPIL-602,NA,NA,NA,NA,NA,NA,NA
GOUPIL-603,NA,NA,NA,NA,NA,NA,NA
GOUPIL-604,NA,NA,NA,NA,NA,NA,NA
GOUPIL-605,NA,NA,NA,NA,NA,NA,NA
GOUPIL-606,NA,NA,NA,NA,NA,NA,NA
GOUPIL-607,NA,NA,NA,NA,NA,NA,NA
GOUPIL-608,NA,NA,NA,NA,NA,NA,NA
GOUPIL-609,NA,NA,NA,NA,NA,NA,NA
GOUPIL-610,NA,NA,NA,NA,NA,NA,NA
GOUPIL-611,NA,NA,NA,NA,NA,NA,NA
GOUPIL-612,NA,NA,NA,NA,NA,NA,NA
GOUPIL-613,NA,NA,NA,NA,NA,NA,NA
GOUPIL-614,NA,NA,NA,NA,NA,NA,NA
GOUPIL-615,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16128,GOUPIL-616,GOUPIL-7428,NA,NA,NA,NA,NA
GOUPIL-617,NA,NA,NA,NA,NA,NA,NA
GOUPIL-618,NA,NA,NA,NA,NA,NA,NA
GOUPIL-619,NA,NA,NA,NA,NA,NA,NA
GOUPIL-620,NA,NA,NA,NA,NA,NA,NA
GOUPIL-621,NA,NA,NA,NA,NA,NA,NA
GOUPIL-622,NA,NA,NA,NA,NA,NA,NA
GOUPIL-623,NA,NA,NA,NA,NA,NA,NA
GOUPIL-624,NA,NA,NA,NA,NA,NA,NA
GOUPIL-625,NA,NA,NA,NA,NA,NA,NA
GOUPIL-626,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16129,GOUPIL-627,GOUPIL-7429,NA,NA,NA,NA,NA
GOUPIL-628,NA,NA,NA,NA,NA,NA,NA
GOUPIL-629,NA,NA,NA,NA,NA,NA,NA
GOUPIL-630,NA,NA,NA,NA,NA,NA,NA
GOUPIL-631,NA,NA,NA,NA,NA,NA,NA
GOUPIL-10724,GOUPIL-13176,GOUPIL-14481,GOUPIL-14482,GOUPIL-17648,GOUPIL-632,GOUPIL-7430,GOUPIL-9570
GOUPIL-633,NA,NA,NA,NA,NA,NA,NA
GOUPIL-634,NA,NA,NA,NA,NA,NA,NA
GOUPIL-635,NA,NA,NA,NA,NA,NA,NA
GOUPIL-636,NA,NA,NA,NA,NA,NA,NA
GOUPIL-637,NA,NA,NA,NA,NA,NA,NA
GOUPIL-638,NA,NA,NA,NA,NA,NA,NA
GOUPIL-639,NA,NA,NA,NA,NA,NA,NA
GOUPIL-640,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14483,GOUPIL-14484,GOUPIL-641,GOUPIL-7431,GOUPIL-9571,NA,NA,NA
GOUPIL-642,GOUPIL-7432,NA,NA,NA,NA,NA,NA
GOUPIL-643,NA,NA,NA,NA,NA,NA,NA
GOUPIL-644,NA,NA,NA,NA,NA,NA,NA
GOUPIL-645,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14485,GOUPIL-14486,GOUPIL-5787,GOUPIL-646,GOUPIL-7433,NA,NA,NA
GOUPIL-647,GOUPIL-7434,NA,NA,NA,NA,NA,NA
GOUPIL-648,NA,NA,NA,NA,NA,NA,NA
GOUPIL-649,NA,NA,NA,NA,NA,NA,NA
GOUPIL-650,NA,NA,NA,NA,NA,NA,NA
GOUPIL-651,GOUPIL-7435,NA,NA,NA,NA,NA,NA
GOUPIL-652,NA,NA,NA,NA,NA,NA,NA
GOUPIL-653,GOUPIL-7436,NA,NA,NA,NA,NA,NA
GOUPIL-654,NA,NA,NA,NA,NA,NA,NA
GOUPIL-655,NA,NA,NA,NA,NA,NA,NA
GOUPIL-656,NA,NA,NA,NA,NA,NA,NA
GOUPIL-657,NA,NA,NA,NA,NA,NA,NA
GOUPIL-658,NA,NA,NA,NA,NA,NA,NA
GOUPIL-659,NA,NA,NA,NA,NA,NA,NA
GOUPIL-660,NA,NA,NA,NA,NA,NA,NA
GOUPIL-661,NA,NA,NA,NA,NA,NA,NA
GOUPIL-662,NA,NA,NA,NA,NA,NA,NA
GOUPIL-663,NA,NA,NA,NA,NA,NA,NA
GOUPIL-664,NA,NA,NA,NA,NA,NA,NA
GOUPIL-665,NA,NA,NA,NA,NA,NA,NA
GOUPIL-666,NA,NA,NA,NA,NA,NA,NA
GOUPIL-667,NA,NA,NA,NA,NA,NA,NA
GOUPIL-668,NA,NA,NA,NA,NA,NA,NA
GOUPIL-669,NA,NA,NA,NA,NA,NA,NA
GOUPIL-670,NA,NA,NA,NA,NA,NA,NA
GOUPIL-671,NA,NA,NA,NA,NA,NA,NA
GOUPIL-672,NA,NA,NA,NA,NA,NA,NA
GOUPIL-673,GOUPIL-7437,NA,NA,NA,NA,NA,NA
GOUPIL-674,NA,NA,NA,NA,NA,NA,NA
GOUPIL-675,NA,NA,NA,NA,NA,NA,NA
GOUPIL-676,GOUPIL-7438,NA,NA,NA,NA,NA,NA
GOUPIL-677,NA,NA,NA,NA,NA,NA,NA
GOUPIL-678,NA,NA,NA,NA,NA,NA,NA
GOUPIL-679,NA,NA,NA,NA,NA,NA,NA
GOUPIL-680,NA,NA,NA,NA,NA,NA,NA
GOUPIL-681,NA,NA,NA,NA,NA,NA,NA
GOUPIL-682,NA,NA,NA,NA,NA,NA,NA
GOUPIL-683,NA,NA,NA,NA,NA,NA,NA
GOUPIL-684,NA,NA,NA,NA,NA,NA,NA
GOUPIL-685,NA,NA,NA,NA,NA,NA,NA
GOUPIL-686,NA,NA,NA,NA,NA,NA,NA
GOUPIL-687,NA,NA,NA,NA,NA,NA,NA
GOUPIL-688,NA,NA,NA,NA,NA,NA,NA
GOUPIL-689,NA,NA,NA,NA,NA,NA,NA
GOUPIL-690,NA,NA,NA,NA,NA,NA,NA
GOUPIL-691,NA,NA,NA,NA,NA,NA,NA
GOUPIL-692,NA,NA,NA,NA,NA,NA,NA
GOUPIL-693,NA,NA,NA,NA,NA,NA,NA
GOUPIL-694,NA,NA,NA,NA,NA,NA,NA
GOUPIL-695,NA,NA,NA,NA,NA,NA,NA
GOUPIL-696,NA,NA,NA,NA,NA,NA,NA
GOUPIL-697,NA,NA,NA,NA,NA,NA,NA
GOUPIL-698,NA,NA,NA,NA,NA,NA,NA
GOUPIL-699,NA,NA,NA,NA,NA,NA,NA
GOUPIL-700,NA,NA,NA,NA,NA,NA,NA
GOUPIL-701,NA,NA,NA,NA,NA,NA,NA
GOUPIL-702,NA,NA,NA,NA,NA,NA,NA
GOUPIL-15688,GOUPIL-703,NA,NA,NA,NA,NA,NA
GOUPIL-704,NA,NA,NA,NA,NA,NA,NA
GOUPIL-705,NA,NA,NA,NA,NA,NA,NA
GOUPIL-706,NA,NA,NA,NA,NA,NA,NA
GOUPIL-707,NA,NA,NA,NA,NA,NA,NA
GOUPIL-708,NA,NA,NA,NA,NA,NA,NA
GOUPIL-709,NA,NA,NA,NA,NA,NA,NA
GOUPIL-710,NA,NA,NA,NA,NA,NA,NA
GOUPIL-711,NA,NA,NA,NA,NA,NA,NA
GOUPIL-712,NA,NA,NA,NA,NA,NA,NA
GOUPIL-713,GOUPIL-798,NA,NA,NA,NA,NA,NA
GOUPIL-714,GOUPIL-799,NA,NA,NA,NA,NA,NA
GOUPIL-715,GOUPIL-7439,NA,NA,NA,NA,NA,NA
GOUPIL-716,GOUPIL-7440,NA,NA,NA,NA,NA,NA
GOUPIL-717,NA,NA,NA,NA,NA,NA,NA
GOUPIL-718,NA,NA,NA,NA,NA,NA,NA
GOUPIL-719,NA,NA,NA,NA,NA,NA,NA
GOUPIL-720,NA,NA,NA,NA,NA,NA,NA
GOUPIL-721,NA,NA,NA,NA,NA,NA,NA
GOUPIL-722,NA,NA,NA,NA,NA,NA,NA
GOUPIL-723,NA,NA,NA,NA,NA,NA,NA
GOUPIL-724,NA,NA,NA,NA,NA,NA,NA
GOUPIL-725,NA,NA,NA,NA,NA,NA,NA
GOUPIL-726,GOUPIL-7441,NA,NA,NA,NA,NA,NA
GOUPIL-727,NA,NA,NA,NA,NA,NA,NA
GOUPIL-728,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16130,GOUPIL-729,GOUPIL-7442,NA,NA,NA,NA,NA
GOUPIL-730,NA,NA,NA,NA,NA,NA,NA
GOUPIL-731,NA,NA,NA,NA,NA,NA,NA
GOUPIL-732,NA,NA,NA,NA,NA,NA,NA
GOUPIL-733,NA,NA,NA,NA,NA,NA,NA
GOUPIL-734,NA,NA,NA,NA,NA,NA,NA
GOUPIL-735,NA,NA,NA,NA,NA,NA,NA
GOUPIL-736,NA,NA,NA,NA,NA,NA,NA
GOUPIL-737,NA,NA,NA,NA,NA,NA,NA
GOUPIL-738,NA,NA,NA,NA,NA,NA,NA
GOUPIL-739,NA,NA,NA,NA,NA,NA,NA
GOUPIL-740,NA,NA,NA,NA,NA,NA,NA
GOUPIL-741,NA,NA,NA,NA,NA,NA,NA
GOUPIL-742,NA,NA,NA,NA,NA,NA,NA
GOUPIL-743,NA,NA,NA,NA,NA,NA,NA
GOUPIL-744,NA,NA,NA,NA,NA,NA,NA
GOUPIL-745,NA,NA,NA,NA,NA,NA,NA
GOUPIL-746,NA,NA,NA,NA,NA,NA,NA
GOUPIL-747,NA,NA,NA,NA,NA,NA,NA
GOUPIL-748,NA,NA,NA,NA,NA,NA,NA
GOUPIL-749,NA,NA,NA,NA,NA,NA,NA
GOUPIL-750,NA,NA,NA,NA,NA,NA,NA
GOUPIL-751,NA,NA,NA,NA,NA,NA,NA
GOUPIL-752,NA,NA,NA,NA,NA,NA,NA
GOUPIL-753,NA,NA,NA,NA,NA,NA,NA
GOUPIL-754,NA,NA,NA,NA,NA,NA,NA
GOUPIL-755,NA,NA,NA,NA,NA,NA,NA
GOUPIL-756,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7443,GOUPIL-757,NA,NA,NA,NA,NA,NA
GOUPIL-758,NA,NA,NA,NA,NA,NA,NA
GOUPIL-2267,GOUPIL-759,NA,NA,NA,NA,NA,NA
GOUPIL-760,NA,NA,NA,NA,NA,NA,NA
GOUPIL-761,NA,NA,NA,NA,NA,NA,NA
GOUPIL-762,NA,NA,NA,NA,NA,NA,NA
GOUPIL-763,NA,NA,NA,NA,NA,NA,NA
GOUPIL-764,NA,NA,NA,NA,NA,NA,NA
GOUPIL-765,NA,NA,NA,NA,NA,NA,NA
GOUPIL-766,NA,NA,NA,NA,NA,NA,NA
GOUPIL-767,NA,NA,NA,NA,NA,NA,NA
GOUPIL-768,NA,NA,NA,NA,NA,NA,NA
GOUPIL-769,NA,NA,NA,NA,NA,NA,NA
GOUPIL-770,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14488,GOUPIL-14489,GOUPIL-5788,GOUPIL-7444,GOUPIL-771,NA,NA,NA
GOUPIL-7445,GOUPIL-772,NA,NA,NA,NA,NA,NA
GOUPIL-7446,GOUPIL-773,NA,NA,NA,NA,NA,NA
GOUPIL-774,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7447,GOUPIL-775,NA,NA,NA,NA,NA,NA
GOUPIL-14491,GOUPIL-14492,GOUPIL-7448,GOUPIL-776,GOUPIL-9572,NA,NA,NA
GOUPIL-777,NA,NA,NA,NA,NA,NA,NA
GOUPIL-778,NA,NA,NA,NA,NA,NA,NA
GOUPIL-779,NA,NA,NA,NA,NA,NA,NA
GOUPIL-780,NA,NA,NA,NA,NA,NA,NA
GOUPIL-781,NA,NA,NA,NA,NA,NA,NA
GOUPIL-782,NA,NA,NA,NA,NA,NA,NA
GOUPIL-783,NA,NA,NA,NA,NA,NA,NA
GOUPIL-784,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7449,GOUPIL-785,NA,NA,NA,NA,NA,NA
GOUPIL-786,NA,NA,NA,NA,NA,NA,NA
GOUPIL-787,NA,NA,NA,NA,NA,NA,NA
GOUPIL-788,NA,NA,NA,NA,NA,NA,NA
GOUPIL-789,NA,NA,NA,NA,NA,NA,NA
GOUPIL-790,NA,NA,NA,NA,NA,NA,NA
GOUPIL-791,NA,NA,NA,NA,NA,NA,NA
GOUPIL-792,NA,NA,NA,NA,NA,NA,NA
GOUPIL-793,NA,NA,NA,NA,NA,NA,NA
GOUPIL-794,NA,NA,NA,NA,NA,NA,NA
GOUPIL-795,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7450,GOUPIL-796,NA,NA,NA,NA,NA,NA
GOUPIL-797,NA,NA,NA,NA,NA,NA,NA
GOUPIL-800,NA,NA,NA,NA,NA,NA,NA
GOUPIL-801,NA,NA,NA,NA,NA,NA,NA
GOUPIL-802,NA,NA,NA,NA,NA,NA,NA
GOUPIL-803,NA,NA,NA,NA,NA,NA,NA
GOUPIL-804,NA,NA,NA,NA,NA,NA,NA
GOUPIL-805,NA,NA,NA,NA,NA,NA,NA
GOUPIL-806,NA,NA,NA,NA,NA,NA,NA
GOUPIL-807,NA,NA,NA,NA,NA,NA,NA
GOUPIL-808,NA,NA,NA,NA,NA,NA,NA
GOUPIL-809,NA,NA,NA,NA,NA,NA,NA
GOUPIL-810,NA,NA,NA,NA,NA,NA,NA
GOUPIL-811,NA,NA,NA,NA,NA,NA,NA
GOUPIL-812,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7451,GOUPIL-813,NA,NA,NA,NA,NA,NA
GOUPIL-814,NA,NA,NA,NA,NA,NA,NA
GOUPIL-815,NA,NA,NA,NA,NA,NA,NA
GOUPIL-816,NA,NA,NA,NA,NA,NA,NA
GOUPIL-817,NA,NA,NA,NA,NA,NA,NA
GOUPIL-818,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14490,GOUPIL-15879,GOUPIL-7452,GOUPIL-819,NA,NA,NA,NA
GOUPIL-7453,GOUPIL-820,NA,NA,NA,NA,NA,NA
GOUPIL-821,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14493,GOUPIL-14494,GOUPIL-7455,GOUPIL-822,GOUPIL-9573,NA,NA,NA
GOUPIL-823,NA,NA,NA,NA,NA,NA,NA
GOUPIL-824,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7454,GOUPIL-825,NA,NA,NA,NA,NA,NA
GOUPIL-826,NA,NA,NA,NA,NA,NA,NA
GOUPIL-827,NA,NA,NA,NA,NA,NA,NA
GOUPIL-828,NA,NA,NA,NA,NA,NA,NA
GOUPIL-829,NA,NA,NA,NA,NA,NA,NA
GOUPIL-830,GOUPIL-940,NA,NA,NA,NA,NA,NA
GOUPIL-831,NA,NA,NA,NA,NA,NA,NA
GOUPIL-832,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7456,GOUPIL-833,NA,NA,NA,NA,NA,NA
GOUPIL-834,NA,NA,NA,NA,NA,NA,NA
GOUPIL-835,NA,NA,NA,NA,NA,NA,NA
GOUPIL-836,NA,NA,NA,NA,NA,NA,NA
GOUPIL-837,NA,NA,NA,NA,NA,NA,NA
GOUPIL-838,NA,NA,NA,NA,NA,NA,NA
GOUPIL-839,NA,NA,NA,NA,NA,NA,NA
GOUPIL-840,NA,NA,NA,NA,NA,NA,NA
GOUPIL-841,NA,NA,NA,NA,NA,NA,NA
GOUPIL-842,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7457,GOUPIL-843,NA,NA,NA,NA,NA,NA
GOUPIL-844,NA,NA,NA,NA,NA,NA,NA
GOUPIL-845,NA,NA,NA,NA,NA,NA,NA
GOUPIL-846,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7458,GOUPIL-847,NA,NA,NA,NA,NA,NA
GOUPIL-848,NA,NA,NA,NA,NA,NA,NA
GOUPIL-849,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7459,GOUPIL-850,NA,NA,NA,NA,NA,NA
GOUPIL-851,NA,NA,NA,NA,NA,NA,NA
GOUPIL-852,NA,NA,NA,NA,NA,NA,NA
GOUPIL-853,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7460,GOUPIL-854,NA,NA,NA,NA,NA,NA
GOUPIL-855,NA,NA,NA,NA,NA,NA,NA
GOUPIL-856,NA,NA,NA,NA,NA,NA,NA
GOUPIL-857,NA,NA,NA,NA,NA,NA,NA
GOUPIL-858,NA,NA,NA,NA,NA,NA,NA
GOUPIL-859,NA,NA,NA,NA,NA,NA,NA
GOUPIL-860,NA,NA,NA,NA,NA,NA,NA
GOUPIL-861,NA,NA,NA,NA,NA,NA,NA
GOUPIL-862,NA,NA,NA,NA,NA,NA,NA
GOUPIL-863,NA,NA,NA,NA,NA,NA,NA
GOUPIL-864,NA,NA,NA,NA,NA,NA,NA
GOUPIL-865,NA,NA,NA,NA,NA,NA,NA
GOUPIL-866,NA,NA,NA,NA,NA,NA,NA
GOUPIL-867,NA,NA,NA,NA,NA,NA,NA
GOUPIL-868,NA,NA,NA,NA,NA,NA,NA
GOUPIL-869,NA,NA,NA,NA,NA,NA,NA
GOUPIL-870,NA,NA,NA,NA,NA,NA,NA
GOUPIL-871,NA,NA,NA,NA,NA,NA,NA
GOUPIL-872,NA,NA,NA,NA,NA,NA,NA
GOUPIL-873,NA,NA,NA,NA,NA,NA,NA
GOUPIL-874,NA,NA,NA,NA,NA,NA,NA
GOUPIL-875,NA,NA,NA,NA,NA,NA,NA
GOUPIL-876,NA,NA,NA,NA,NA,NA,NA
GOUPIL-877,NA,NA,NA,NA,NA,NA,NA
GOUPIL-878,NA,NA,NA,NA,NA,NA,NA
GOUPIL-879,NA,NA,NA,NA,NA,NA,NA
GOUPIL-880,NA,NA,NA,NA,NA,NA,NA
GOUPIL-881,NA,NA,NA,NA,NA,NA,NA
GOUPIL-882,NA,NA,NA,NA,NA,NA,NA
GOUPIL-883,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7462,GOUPIL-884,NA,NA,NA,NA,NA,NA
GOUPIL-885,NA,NA,NA,NA,NA,NA,NA
GOUPIL-886,NA,NA,NA,NA,NA,NA,NA
GOUPIL-887,NA,NA,NA,NA,NA,NA,NA
GOUPIL-888,NA,NA,NA,NA,NA,NA,NA
GOUPIL-889,NA,NA,NA,NA,NA,NA,NA
GOUPIL-890,NA,NA,NA,NA,NA,NA,NA
GOUPIL-891,NA,NA,NA,NA,NA,NA,NA
GOUPIL-892,NA,NA,NA,NA,NA,NA,NA
GOUPIL-893,NA,NA,NA,NA,NA,NA,NA
GOUPIL-894,NA,NA,NA,NA,NA,NA,NA
GOUPIL-895,NA,NA,NA,NA,NA,NA,NA
GOUPIL-896,NA,NA,NA,NA,NA,NA,NA
GOUPIL-897,NA,NA,NA,NA,NA,NA,NA
GOUPIL-898,NA,NA,NA,NA,NA,NA,NA
GOUPIL-899,NA,NA,NA,NA,NA,NA,NA
GOUPIL-900,NA,NA,NA,NA,NA,NA,NA
GOUPIL-901,NA,NA,NA,NA,NA,NA,NA
GOUPIL-902,NA,NA,NA,NA,NA,NA,NA
GOUPIL-903,NA,NA,NA,NA,NA,NA,NA
GOUPIL-904,NA,NA,NA,NA,NA,NA,NA
GOUPIL-905,NA,NA,NA,NA,NA,NA,NA
