sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8
GOUPIL-26449,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26450,GOUPIL-27769,NA,NA,NA,NA,NA,NA
GOUPIL-26451,GOUPIL-27770,GOUPIL-31191,NA,NA,NA,NA,NA
GOUPIL-26452,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26453,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26454,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26455,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26456,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26457,GOUPIL-27771,NA,NA,NA,NA,NA,NA
GOUPIL-26458,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26459,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26460,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26461,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26462,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26463,GOUPIL-27772,NA,NA,NA,NA,NA,NA
GOUPIL-26464,GOUPIL-27773,NA,NA,NA,NA,NA,NA
GOUPIL-26465,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26466,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26467,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26468,GOUPIL-27774,GOUPIL-27781,NA,NA,NA,NA,NA
GOUPIL-26469,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26470,GOUPIL-27775,NA,NA,NA,NA,NA,NA
GOUPIL-26471,GOUPIL-27776,NA,NA,NA,NA,NA,NA
GOUPIL-26472,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26473,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26474,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26475,GOUPIL-27777,NA,NA,NA,NA,NA,NA
GOUPIL-26476,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26477,GOUPIL-27778,NA,NA,NA,NA,NA,NA
GOUPIL-26478,GOUPIL-27779,NA,NA,NA,NA,NA,NA
GOUPIL-26479,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26480,GOUPIL-27780,NA,NA,NA,NA,NA,NA
GOUPIL-26481,GOUPIL-27782,NA,NA,NA,NA,NA,NA
GOUPIL-26482,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26483,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26484,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26485,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26486,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26487,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26488,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26489,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26490,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26491,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26492,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26493,GOUPIL-27783,GOUPIL-31192,NA,NA,NA,NA,NA
GOUPIL-26494,GOUPIL-27784,NA,NA,NA,NA,NA,NA
GOUPIL-26495,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26496,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26497,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26498,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26499,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26500,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26501,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26502,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26503,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26504,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26505,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26506,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26507,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26508,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26509,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26510,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26511,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26512,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26513,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26514,GOUPIL-27785,GOUPIL-27798,NA,NA,NA,NA,NA
GOUPIL-26515,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26516,GOUPIL-27786,NA,NA,NA,NA,NA,NA
GOUPIL-26517,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26518,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26519,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26520,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26521,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26522,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26523,GOUPIL-27787,NA,NA,NA,NA,NA,NA
GOUPIL-26524,GOUPIL-27788,NA,NA,NA,NA,NA,NA
GOUPIL-26525,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26526,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26527,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26528,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26529,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26530,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26531,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26532,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26533,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26534,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26535,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26536,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26537,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26538,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26539,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26540,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26541,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26542,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26543,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26544,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26545,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26546,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26547,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26548,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26549,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26550,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26551,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26552,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26553,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26554,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26555,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26556,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26557,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26558,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26559,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26560,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26561,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26562,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26563,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26564,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26565,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26566,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26567,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26568,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26569,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26570,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26571,GOUPIL-27789,NA,NA,NA,NA,NA,NA
GOUPIL-26572,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26573,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26574,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26575,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26576,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26577,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26578,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26579,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26580,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26581,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26582,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26583,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26584,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26585,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26586,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26587,GOUPIL-27790,NA,NA,NA,NA,NA,NA
GOUPIL-26588,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26589,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26590,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26591,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26592,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26593,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26594,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26595,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26596,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26597,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26598,GOUPIL-27791,NA,NA,NA,NA,NA,NA
GOUPIL-26599,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26600,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26601,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26602,GOUPIL-27792,GOUPIL-31193,GOUPIL-34332,NA,NA,NA,NA
GOUPIL-26603,GOUPIL-27793,NA,NA,NA,NA,NA,NA
GOUPIL-26604,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26606,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26607,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26608,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26609,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26610,GOUPIL-27794,NA,NA,NA,NA,NA,NA
GOUPIL-26611,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26612,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26613,GOUPIL-27795,NA,NA,NA,NA,NA,NA
GOUPIL-26614,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26615,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26616,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26617,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26618,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26619,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26620,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26621,GOUPIL-27796,NA,NA,NA,NA,NA,NA
GOUPIL-26622,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26623,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26624,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26625,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26626,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26627,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26628,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26629,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26630,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26631,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26632,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26633,GOUPIL-27797,NA,NA,NA,NA,NA,NA
GOUPIL-26634,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26635,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26636,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26637,GOUPIL-27799,GOUPIL-31194,NA,NA,NA,NA,NA
GOUPIL-26638,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26639,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26640,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26641,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26642,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26643,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26644,GOUPIL-27800,NA,NA,NA,NA,NA,NA
GOUPIL-26645,GOUPIL-27801,GOUPIL-31195,NA,NA,NA,NA,NA
GOUPIL-26646,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26647,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26648,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26649,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26650,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26651,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26652,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26653,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26654,GOUPIL-27802,GOUPIL-31196,NA,NA,NA,NA,NA
GOUPIL-26655,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26656,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26657,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26658,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26659,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26660,GOUPIL-27803,GOUPIL-31198,GOUPIL-34333,NA,NA,NA,NA
GOUPIL-26661,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26662,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26663,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26664,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26665,GOUPIL-27804,NA,NA,NA,NA,NA,NA
GOUPIL-26666,GOUPIL-27805,NA,NA,NA,NA,NA,NA
GOUPIL-26667,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26668,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26669,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26670,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26671,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26672,GOUPIL-27806,NA,NA,NA,NA,NA,NA
GOUPIL-26673,GOUPIL-27807,NA,NA,NA,NA,NA,NA
GOUPIL-26674,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26675,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26676,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26677,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26678,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26679,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26680,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26681,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26682,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26683,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26684,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26685,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26686,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26687,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26688,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26689,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26690,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26691,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26692,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26693,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26694,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26695,GOUPIL-27808,NA,NA,NA,NA,NA,NA
GOUPIL-26696,GOUPIL-27809,NA,NA,NA,NA,NA,NA
GOUPIL-26697,GOUPIL-27810,NA,NA,NA,NA,NA,NA
GOUPIL-26698,GOUPIL-27811,NA,NA,NA,NA,NA,NA
GOUPIL-26699,GOUPIL-27812,NA,NA,NA,NA,NA,NA
GOUPIL-26700,GOUPIL-27813,NA,NA,NA,NA,NA,NA
GOUPIL-26701,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26702,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26703,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26704,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26705,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26706,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26707,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26708,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26709,GOUPIL-27814,NA,NA,NA,NA,NA,NA
GOUPIL-26710,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26711,GOUPIL-27815,NA,NA,NA,NA,NA,NA
GOUPIL-26712,GOUPIL-27816,NA,NA,NA,NA,NA,NA
GOUPIL-26713,GOUPIL-27817,NA,NA,NA,NA,NA,NA
GOUPIL-26714,GOUPIL-27818,NA,NA,NA,NA,NA,NA
GOUPIL-26715,GOUPIL-27819,NA,NA,NA,NA,NA,NA
GOUPIL-26716,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26717,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26718,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26719,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26720,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26721,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26722,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26723,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26724,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26725,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26726,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26727,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26728,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26729,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26730,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26731,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26732,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26733,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26734,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26735,GOUPIL-27820,NA,NA,NA,NA,NA,NA
GOUPIL-26736,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26737,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26738,GOUPIL-27821,NA,NA,NA,NA,NA,NA
GOUPIL-26739,GOUPIL-27822,GOUPIL-31199,NA,NA,NA,NA,NA
GOUPIL-26740,GOUPIL-27823,NA,NA,NA,NA,NA,NA
GOUPIL-26741,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26742,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26743,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26744,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26745,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26746,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26747,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26748,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26749,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26750,GOUPIL-27824,NA,NA,NA,NA,NA,NA
GOUPIL-26751,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26752,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26753,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26754,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26755,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26756,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26757,GOUPIL-27825,NA,NA,NA,NA,NA,NA
GOUPIL-26758,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26759,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26760,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26761,GOUPIL-27826,NA,NA,NA,NA,NA,NA
GOUPIL-26762,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26763,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26764,GOUPIL-27827,NA,NA,NA,NA,NA,NA
GOUPIL-26765,GOUPIL-27828,NA,NA,NA,NA,NA,NA
GOUPIL-26766,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26767,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26768,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26769,GOUPIL-27829,NA,NA,NA,NA,NA,NA
GOUPIL-26770,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26771,GOUPIL-27830,NA,NA,NA,NA,NA,NA
GOUPIL-26772,GOUPIL-27831,NA,NA,NA,NA,NA,NA
GOUPIL-26773,GOUPIL-27832,NA,NA,NA,NA,NA,NA
GOUPIL-26774,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26775,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26776,GOUPIL-27833,NA,NA,NA,NA,NA,NA
GOUPIL-26777,GOUPIL-27834,NA,NA,NA,NA,NA,NA
GOUPIL-26778,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26779,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26780,GOUPIL-27835,GOUPIL-27845,NA,NA,NA,NA,NA
GOUPIL-26781,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26782,GOUPIL-27836,NA,NA,NA,NA,NA,NA
GOUPIL-26783,GOUPIL-27837,NA,NA,NA,NA,NA,NA
GOUPIL-26784,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26785,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26786,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26787,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26788,GOUPIL-27838,GOUPIL-31200,GOUPIL-34334,GOUPIL-38826,NA,NA,NA
GOUPIL-26789,GOUPIL-27839,NA,NA,NA,NA,NA,NA
GOUPIL-26790,GOUPIL-27840,GOUPIL-31214,NA,NA,NA,NA,NA
GOUPIL-26791,GOUPIL-27841,NA,NA,NA,NA,NA,NA
GOUPIL-26792,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26793,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26794,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26795,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26796,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26797,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26798,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26799,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26800,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26801,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26802,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26803,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26804,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26805,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26806,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26807,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26808,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26809,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26810,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26811,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26812,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26813,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26814,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26815,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26816,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26817,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26818,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26819,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26820,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26821,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26822,GOUPIL-27842,NA,NA,NA,NA,NA,NA
GOUPIL-26823,GOUPIL-27843,NA,NA,NA,NA,NA,NA
GOUPIL-26824,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26825,GOUPIL-27844,NA,NA,NA,NA,NA,NA
GOUPIL-26826,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26827,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26828,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26829,GOUPIL-27846,NA,NA,NA,NA,NA,NA
GOUPIL-26830,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26831,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26832,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26833,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26834,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26835,GOUPIL-27847,GOUPIL-31201,NA,NA,NA,NA,NA
GOUPIL-26836,GOUPIL-27848,GOUPIL-31197,NA,NA,NA,NA,NA
GOUPIL-26837,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26838,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26839,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26840,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26841,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26842,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26843,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26844,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26845,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26846,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26847,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26848,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26849,GOUPIL-27849,GOUPIL-27862,GOUPIL-31209,NA,NA,NA,NA
GOUPIL-26850,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26851,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26852,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26853,GOUPIL-27850,NA,NA,NA,NA,NA,NA
GOUPIL-26854,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26855,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26856,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26857,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26858,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26859,GOUPIL-27851,NA,NA,NA,NA,NA,NA
GOUPIL-26860,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26861,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26862,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26863,GOUPIL-27852,NA,NA,NA,NA,NA,NA
GOUPIL-26864,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26865,GOUPIL-27853,NA,NA,NA,NA,NA,NA
GOUPIL-26866,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26867,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26868,GOUPIL-27854,GOUPIL-31203,NA,NA,NA,NA,NA
GOUPIL-26869,GOUPIL-27855,NA,NA,NA,NA,NA,NA
GOUPIL-26870,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26871,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26872,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26873,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26874,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26875,NA,NA,NA,NA,NA,NA,NA
